inspection_year,inspection_month,zip,violation_04m,violation_04a,violation_08c,violation_05d,cuisine_african,cuisine_american,cuisine_asian,cuisine_bagelspretzels,cuisine_bakery,cuisine_bangladeshi,cuisine_bottled_beverages_including_water_sodas_juices_etc,cuisine_brazilian,cuisine_cafãcoffeetea,cuisine_cajun,cuisine_caribbean,cuisine_chicken,cuisine_chinese,cuisine_chinesejapanese,cuisine_continental,cuisine_creole,cuisine_creolecajun,cuisine_delicatessen,cuisine_donuts,cuisine_eastern_european,cuisine_egyptian,cuisine_filipino,cuisine_french,cuisine_german,cuisine_greek,cuisine_hamburgers,cuisine_hawaiian,cuisine_hotdogspretzels,cuisine_ice_cream_gelato_yogurt_ices,cuisine_indian,cuisine_irish,cuisine_italian,cuisine_japanese,cuisine_jewishkosher,cuisine_juice_smoothies_fruit_salads,cuisine_korean,cuisine_latin_cuban_dominican_puerto_rican_south__central_american,cuisine_mediterranean,cuisine_mexican,cuisine_middle_eastern,cuisine_moroccan,cuisine_other,cuisine_pakistani,cuisine_peruvian,cuisine_pizza,cuisine_pizzaitalian,cuisine_polish,cuisine_polynesian,cuisine_russian,cuisine_salads,cuisine_sandwiches,cuisine_sandwichessaladsmixed_buffet,cuisine_scandinavian,cuisine_seafood,cuisine_soul_food,cuisine_spanish,cuisine_tapas,cuisine_texmex,cuisine_thai,cuisine_turkish,cuisine_vegetarian,cuisine_vietnamesecambodianmalaysia,total_closures,reason_fail,reason_out_of_business,reason_unable_to_locate,year,month,dji_close,vix_close,dji_sma_5,vix_sma_5,agi_1_under_25000,agi_100000_under_200000,agi_200000_or_more,agi_25000_under_50000,agi_50000_under_75000,agi_75000_under_100000,total_tax_returns,count_participants,percent_female,percent_male,percent_gender_total,percent_pacific_islander,percent_hispanic_latino,percent_american_indian,percent_asian_non_hispanic,percent_white_non_hispanic,percent_black_non_hispanic,percent_other_ethnicity,percent_ethnicity_unknown,percent_ethnicity_total,percent_permanent_resident_alien,percent_us_citizen,percent_other_citizen_status,percent_citizen_status_unknown,percent_citizen_status_total,percent_receives_public_assistance,percent_nreceives_public_assistance,percent_public_assistance_unknown,percent_public_assistance_total
2018,10,11372.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2018,10,25609.341881869565,19.352173652173914,25448.06755801391,14.32707414555956,0.45431182,0.08223872,0.019131925,0.23643632,0.13735008,0.07053112,35020.0,2,0.5,0.5,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,0.0,0,100,0.5,0.5,0,100
2018,09,11372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,09,26232.667968947368,12.910526315789474,25240.70562699454,13.281548506033868,0.45431182,0.08223872,0.019131925,0.23643632,0.13735008,0.07053112,35020.0,2,0.5,0.5,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,0.0,0,100,0.5,0.5,0,100
2018,08,11372.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2018,08,25629.98828134783,12.54695652173913,24855.014611328872,14.352967033352163,0.45431182,0.08223872,0.019131925,0.23643632,0.13735008,0.07053112,35020.0,2,0.5,0.5,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,0.0,0,100,0.5,0.5,0,100
2018,07,11372.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2018,07,24978.23130590476,13.147618999999999,24645.45103245931,15.64833768138529,0.45431182,0.08223872,0.019131925,0.23643632,0.13735008,0.07053112,35020.0,2,0.5,0.5,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,0.0,0,100,0.5,0.5,0,100
2018,05,11372.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,05,24572.532226772724,14.124545454545455,24848.895699789136,16.988618329505588,0.45431182,0.08223872,0.019131925,0.23643632,0.13735008,0.07053112,35020.0,2,0.5,0.5,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,0.0,0,100,0.5,0.5,0,100
2018,04,11372.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,04,24304.212890619045,18.26761895238095,24843.466090384587,16.216609238596497,0.45431182,0.08223872,0.019131925,0.23643632,0.13735008,0.07053112,35020.0,2,0.5,0.5,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,0.0,0,100,0.5,0.5,0,100
2018,03,11372.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,03,24582.170387000002,19.02380976190476,24694.20939397507,14.671180686215541,0.45431182,0.08223872,0.019131925,0.23643632,0.13735008,0.07053112,35020.0,2,0.5,0.5,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,0.0,0,100,0.5,0.5,0,100
2018,02,11372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,02,24981.545230315794,22.46473652631579,24385.02279528416,12.891509642925499,0.45431182,0.08223872,0.019131925,0.23643632,0.13735008,0.07053112,35020.0,2,0.5,0.5,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,0.0,0,100,0.5,0.5,0,100
2017,06,11372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,06,21317.79536586364,10.513636363636364,20837.300482076826,11.588115456625756,0.45431182,0.08223872,0.019131925,0.23643632,0.13735008,0.07053112,35020.0,2,0.5,0.5,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,0.0,0,100,0.5,0.5,0,100
2017,01,11372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,01,19908.1525391,11.608500000000001,18953.97046322953,13.624366638095239,0.45431182,0.08223872,0.019131925,0.23643632,0.13735008,0.07053112,35020.0,2,0.5,0.5,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,1.0,0.0,0,100,0.5,0.5,0,100
2019,05,11236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,0.4017112,0.07533389,0.007512521,0.28297162,0.15108514,0.08138564,47920.0,7,0.43,0.57,100,0.0,0.0,0.0,0.0,0.14,0.71,0.0,0.14,99,0.29,0.71,0.0,0,100,0.0,1.0,0,100
2018,12,11236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,12,23805.545230421052,24.953157789473686,25307.24373576479,17.830372379644775,0.4017112,0.07533389,0.007512521,0.28297162,0.15108514,0.08138564,47920.0,7,0.43,0.57,100,0.0,0.0,0.0,0.0,0.14,0.71,0.0,0.14,99,0.29,0.71,0.0,0,100,0.0,1.0,0,100
2019,05,11220.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,0.6701299,0.033580706,0.0072356216,0.19016698,0.067903526,0.030983303,53900.0,8,0.13,0.88,100,0.0,0.0,0.0,0.13,0.75,0.0,0.13,0.0,100,0.0,1.0,0.0,0,100,0.63,0.38,0,100
2019,04,11220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,0.6701299,0.033580706,0.0072356216,0.19016698,0.067903526,0.030983303,53900.0,8,0.13,0.88,100,0.0,0.0,0.0,0.13,0.75,0.0,0.13,0.0,100,0.0,1.0,0.0,0,100,0.63,0.38,0,100
2019,02,11220.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2019,02,25605.526829789476,15.234736789473683,24887.376873244597,19.700299322414743,0.6701299,0.033580706,0.0072356216,0.19016698,0.067903526,0.030983303,53900.0,8,0.13,0.88,100,0.0,0.0,0.0,0.13,0.75,0.0,0.13,0.0,100,0.0,1.0,0.0,0,100,0.63,0.38,0,100
2019,01,11220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,01,24157.795107904767,19.57238076190476,25012.805101076177,19.235457227677898,0.6701299,0.033580706,0.0072356216,0.19016698,0.067903526,0.030983303,53900.0,8,0.13,0.88,100,0.0,0.0,0.0,0.13,0.75,0.0,0.13,0.0,100,0.0,1.0,0.0,0,100,0.63,0.38,0,100
2018,12,11220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,12,23805.545230421052,24.953157789473686,25307.24373576479,17.830372379644775,0.6701299,0.033580706,0.0072356216,0.19016698,0.067903526,0.030983303,53900.0,8,0.13,0.88,100,0.0,0.0,0.0,0.13,0.75,0.0,0.13,0.0,100,0.0,1.0,0.0,0,100,0.63,0.38,0,100
